turns,winner,white_rating,black_rating,opening_name,opening_ply
53,white,1724,1733,King's Indian Attack,4
120,black,1746,1712,English Opening: Caro-Kann Defensive System,2
41,white,1741,1496,English Opening: Agincourt Defense,2
42,black,1295,1240,Slav Defense: Bonet Gambit,7
63,white,1430,1302,Queen's Pawn Game: Torre Attack,5
23,black,1302,1248,Queen's Gambit Refused: Marshall Defense,4
32,black,1314,1270,Queen's Gambit Accepted: Old Variation,5
73,white,1445,1314,Queen's Gambit Declined: Queen's Knight Variation,5
90,black,1321,1451,Queen's Gambit Declined: Modern Variation,7
41,white,1300,1333,Sicilian Defense: Canal Attack |  Main Line,6
43,white,1318,1449,Queen's Gambit Refused: Marshall Defense,4
38,black,1450,1303,Benoni Defense: Classical Variation |  Main Line,17
41,white,1290,1367,Queen's Gambit Accepted: Old Variation,5
84,black,1300,1330,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
56,black,1209,1291,Nimzo-Larsen Attack: Modern Variation #4,5
30,black,1299,1418,Semi-Slav Defense: Accelerated Move Order,6
6,white,1814,1299,Italian Game,5
67,white,1348,1308,King's Pawn Game: Wayward Queen Attack,3
56,black,1318,1366,Queen's Gambit Accepted: Old Variation,5
103,white,1324,1329,Ponziani Opening: Jaenisch Counterattack,6
40,black,1345,1187,Queen's Gambit Accepted: Old Variation,5
52,black,1352,1149,Queen's Gambit Declined: Queen's Knight Variation,5
57,draw,1350,1429,Queen's Gambit Declined: Exchange Variation |  Positional Variation,10
23,white,1403,1340,Englund Gambit Declined |  Reversed French,3
39,white,1322,1072,Queen's Gambit Accepted: Old Variation,5
52,black,1331,1382,Queen's Gambit Refused: Albin Countergambit,4
41,white,1373,1341,Queen's Gambit Accepted: Rosenthal Variation,6
33,white,1350,1265,Scotch Game,5
58,black,1270,1299,Queen's Pawn Game: Chigorin Variation,3
31,white,1223,1282,Scandinavian Defense: Mieses-Kotroc Variation,4
15,white,1289,1306,Four Knights Game: Italian Variation,8
32,black,1007,1268,Italian Game: Hungarian Defense,6
45,white,1170,1179,Center Game,5
25,white,1442,1183,Ruy Lopez: Morphy Defense |  Caro Variation,8
15,white,1172,1170,Russian Game: Three Knights Game,5
62,black,1178,1346,Caro-Kann Defense: Classical Variation,8
59,white,1171,1190,Italian Game: Classical Variation |  Center Attack,9
51,white,1175,1329,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10
22,black,1273,1160,Queen's Pawn Game,2
27,white,1154,974,Philidor Defense,5
34,black,1167,1122,Ruy Lopez: Berlin Defense #2,6
79,white,1439,1171,Ruy Lopez: Morphy Defense |  Graz Variation,10
73,white,1245,1170,Italian Game: Classical Variation |  Giuoco Pianissimo,9
74,black,1250,1156,Hungarian Opening,1
92,black,1164,1263,Ruy Lopez: Morphy Defense |  Caro Variation,8
26,black,1173,1251,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
40,black,1089,1165,Giuoco Piano,6
77,white,1278,1173,King's Pawn Game: Macleod Attack,3
58,black,1178,1391,Ruy Lopez: Classical Variation,6
51,white,1164,1293,Ruy Lopez: Morphy Defense |  Graz Variation,10
73,white,1353,1170,Italian Game: Classical Variation #2,7
50,black,1030,1162,Queen's Pawn Game: Zukertort Variation,3
52,black,1176,1118,Petrov's Defense,4
11,white,1353,1181,Bishop's Opening: Boi Variation,4
61,white,1184,1184,Scotch Game,5
19,white,1171,1252,Russian Game: Three Knights Game,5
51,white,1157,1234,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
12,black,1034,1149,Queen's Pawn Game: Chigorin Variation,4
86,draw,1156,886,Italian Game,5
27,white,1142,1226,French Defense: Normal Variation,3
86,black,1042,1133,King's Pawn Game: Leonardis Variation,3
61,white,1123,1084,Elephant Gambit: Paulsen Countergambit,6
53,white,1247,1122,King's Pawn Game: Leonardis Variation,3
50,black,1070,1112,Van't Kruijs Opening,1
16,white,1099,1173,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,7
110,black,1114,1027,French Defense: Two Knights Variation,5
45,white,914,1133,Three Knights Opening,5
93,white,1125,996,Russian Game: Three Knights Game,5
105,white,1242,1125,Vienna Game: Falkbeer Variation,4
60,black,1133,1234,Giuoco Piano,6
58,black,981,1127,Ruy Lopez,6
65,white,1111,1219,Four Knights Game: Spanish Variation,7
56,black,1126,1054,Philidor Defense,5
64,black,1147,908,Goldsmith Defense: Picklepuss Defense,4
4,black,914,1141,Ware Opening,1
58,black,1984,1948,Modern Defense: Standard Defense,6
34,black,1954,2158,Sicilian Defense: Closed Variation,3
101,white,2008,1954,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit,4
35,black,1954,2008,Sicilian Defense: Grand Prix Attack,5
54,black,2008,1954,English Opening: Anglo-Indian Defense,2
116,black,1954,2008,Nimzo-Larsen Attack: English Variation,2
115,white,2100,1960,Indian Game,2
48,draw,1945,1961,Scandinavian Defense: Marshall Variation,6
56,draw,1982,1960,Scandinavian Defense,2
54,black,1974,1899,Nimzo-Larsen Attack: Classical Variation,2
37,white,2068,1982,Pirc Defense: Austrian Attack |  Unzicker Attack,11
81,white,1959,2028,Nimzo-Larsen Attack,1
45,white,2005,1969,Bird Opening,1
161,white,1960,1868,Nimzo-Larsen Attack: English Variation,2
88,black,1964,2287,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
148,draw,1914,1965,Scandinavian Defense: Modern Variation #2,4
119,white,1951,2049,Nimzo-Larsen Attack: Classical Variation,2
60,black,2149,1933,Budapest Defense: Adler Variation,7
34,black,1599,1929,Scandinavian Defense: Icelandic-Palme Gambit,6
94,black,1882,1919,Scandinavian Defense: Icelandic-Palme Gambit,6
122,black,1699,1914,Scandinavian Defense: Modern Variation,5
44,black,1916,2285,Nimzo-Larsen Attack: Symmetrical Variation,2
26,black,1936,1638,Nimzo-Larsen Attack: Modern Variation #4,5
116,black,1758,1929,Scandinavian Defense: Modern Variation #2,4
31,white,1265,1957,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
133,white,1954,1578,King's Indian Defense: Normal Variation |  Rare Defenses,9
65,white,1984,2050,Sicilian Defense: Closed,4
62,black,2050,1627,Reti Opening,2
62,black,1627,2050,French Defense: Normal Variation,3
42,black,2050,1627,Zukertort Opening: Slav Invitation,2
42,black,1627,2050,Alekhine Defense,2
158,draw,1617,2050,London System,5
31,white,2050,1852,Scandinavian Defense: Marshall Variation,6
46,black,1981,2050,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
20,black,2050,1981,Caro-Kann Defense: Alekhine Gambit,9
73,white,1901,1164,Ruy Lopez: Morphy Defense |  Caro Variation,8
35,white,1164,1435,Scandinavian Defense: Mieses-Kotroc Variation,4
71,white,1435,1164,Italian Game: Giuoco Pianissimo,7
46,white,1164,1435,Four Knights Game: Spanish Variation,7
52,black,1164,1901,Four Knights Game: Spanish Variation |  Classical Variation,8
52,black,1245,1228,Ruy Lopez,5
70,black,1287,1099,Sicilian Defense,2
49,white,1866,1099,Slav Defense: Czech Variation,10
75,white,1211,1230,Sicilian Defense,2
61,white,1344,1500,Sicilian Defense,4
41,white,1834,1500,Philidor Defense: Exchange Variation,8
46,black,1500,1834,Richter-Veresov Attack,5
53,white,1635,1500,Blackmar-Diemer Gambit: Teichmann Variation,10
52,black,1456,1604,Queen's Gambit Accepted,4
36,black,1378,1318,French Defense: Knight Variation,3
64,black,1500,1487,Slav Defense #2,5
65,white,1714,1709,Franco-Benoni Defense,5
71,white,1613,1729,French Defense: Advance Variation |  Paulsen Attack,9
50,black,1731,2127,Robatsch (Modern) Defense,4
54,black,1739,1840,Benoni Defense: King's Pawn Line,11
76,black,1760,1718,French Defense: Advance Variation #2,7
61,white,1708,1729,French Defense: Advance Variation,8
53,white,1721,1643,Queen's Gambit Declined,4
24,black,1707,1712,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7
64,black,1170,1662,Scandinavian Defense,2
51,white,1261,1237,Mieses Opening,1
71,white,1100,1306,Zukertort Opening: Quiet System,3
49,white,1590,1100,Philidor Defense: Nimzowitsch Variation,7
34,black,1100,1590,Zukertort Opening: Reversed Mexican Defense,3
88,black,1302,875,King's Pawn Game: Leonardis Variation,3
11,draw,1234,1335,Queen's Pawn Game: Symmetrical Variation,4
11,white,1522,1500,Russian Game: Damiano Variation,6
86,black,2306,2405,Four Knights Game: Halloween Gambit,7
58,black,2422,2386,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,8
50,black,2373,2356,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,17
62,black,2325,2338,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
39,white,2336,1830,Scotch Game: Potter Variation,9
49,white,2334,1836,Ruy Lopez: Bird Variation,6
43,white,2329,2017,Benoni Defense: Taimanov Variation,15
84,black,1879,2326,Sicilian Defense: Canal Attack |  Main Line,6
41,white,2323,1881,Russian Game: Classical Attack |  Staunton Variation,16
48,black,1622,2322,Four Knights Game: Italian Variation |  Noa Gambit,9
48,black,1933,2318,Sicilian Defense: Kan Variation |  Wing Attack,10
38,black,1983,2313,Horwitz Defense,2
41,white,2312,1663,Ruy Lopez: Steinitz Defense,6
28,black,1866,2309,Zukertort Opening: Sicilian Invitation,2
74,black,1835,2307,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
29,white,2300,2041,Nimzo-Indian Defense: Ragozin Variation,8
45,white,2288,2148,Petrov's Defense,4
61,white,2283,1947,Queen's Gambit Declined: Three Knights Variation,7
19,white,2275,2016,Caro-Kann Defense: Karpov Variation |  Tiviakov-Fischer Attack,12
48,black,1909,2271,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,8
41,white,2263,2006,Nimzo-Indian Defense: Three Knights Variation,7
30,black,1293,2263,Alekhine Defense,2
55,white,2257,1922,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
72,black,2191,2239,Sicilian Defense: Kan Variation |  Wing Attack,10
78,black,1380,2239,Queen's Gambit Declined,4
34,black,1796,2235,Indian Game: East Indian Defense,4
56,black,1879,2230,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,11
49,white,2217,2059,Dutch Defense: Classical Variation |  Ilyin-Zhenevsky Variation |  Modern Main Line,15
72,black,2336,2185,Sicilian Defense: Kan Variation |  Wing Attack,10
70,white,2175,1936,Pirc Defense: Austrian Attack |  Weiss Variation,11
83,white,2161,1984,Scotch Game: Classical Variation,8
57,white,2150,1915,King's Indian Defense,6
39,black,1976,2135,Sicilian Defense: Alapin Variation |  Barmen Defense,6
56,black,1830,2126,English Opening: Anglo-Gruenfeld Defense,4
46,black,2001,2105,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6
31,white,2104,1344,Philidor Defense,5
66,black,1918,2086,Sicilian Defense: Old Sicilian,4
52,white,2082,1500,Nimzo-Indian Defense: Three Knights Variation,7
100,black,1774,2071,Sicilian Defense: Kan Variation,8
10,black,1778,2059,Sicilian Defense: Open,8
49,black,1783,2045,Sicilian Defense: Najdorf Variation,10
100,black,1788,2029,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,11
107,white,1609,2109,Semi-Slav Defense,8
44,black,1701,2100,Sicilian Defense: Smith-Morra Gambit #2,3
27,white,2091,1704,Scandinavian Defense: Mieses-Kotroc Variation,4
72,black,1931,2061,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
21,white,1408,1396,Queen's Gambit Declined,4
91,white,1398,1383,Queen's Gambit Declined,4
35,white,1387,1399,Slav Defense: Exchange Variation,5
50,black,1394,1512,Queen's Gambit Refused: Marshall Defense,4
56,black,1479,1381,Sicilian Defense: Old Sicilian,4
37,white,1371,1374,Queen's Gambit Declined,4
66,black,1372,1360,Sicilian Defense: Old Sicilian,4
40,white,1351,1287,French Defense: Mediterranean Defense,4
32,black,1209,1265,Van Geet Opening,1
26,black,1221,1820,English Opening: The Whale,3
89,white,1332,1500,Polish Defense,2
65,black,1528,1369,Queen's Pawn Game: Zukertort Variation,3
37,white,1231,1545,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
48,white,1142,1138,Petrov's Defense #3,6
54,black,1263,1264,Philidor Defense: Exchange Variation #2,7
43,white,1392,1500,Sicilian Defense,2
60,black,1906,1834,Queen's Indian Defense: Classical Variation,11
122,black,1841,2015,Old Benoni Defense,2
49,white,1905,1852,Owen Defense,2
56,black,1467,1478,Nimzo-Larsen Attack: Modern Variation #3,4
77,white,1478,1500,Sicilian Defense,3
60,black,1500,1478,Kadas Opening,1
33,white,1478,1362,Pirc Defense #4,2
83,white,1478,1490,Scotch Game,5
102,black,1453,1466,Ruy Lopez: Steinitz Defense,6
29,white,1466,1592,Scotch Game,7
91,white,1466,1582,Philidor Defense #2,4
34,black,1466,1744,Sicilian Defense: Accelerated Dragon |  Exchange Variation,9
59,black,1479,1454,Scotch Game,7
41,white,1566,1493,Ruy Lopez: Steinitz Defense,6
54,black,1454,1421,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,6
43,white,1444,1465,Polish Opening,1
34,black,1387,1457,King's Indian Defense: Normal Variation |  Rare Defenses,9
122,black,1417,1447,Queen's Pawn Game #2,3
51,white,1436,1439,Semi-Slav Defense: Romih Variation,12
62,black,1455,1081,Italian Game: Two Knights Defense |  Polerio Defense,10
30,black,1318,1448,Italian Game: Two Knights Defense |  Fritz Variation,10
79,white,1437,1446,Caro-Kann Defense: Alekhine Gambit,9
32,black,1448,1436,Queen's Gambit Refused: Baltic Defense,4
78,black,1308,1441,Vienna Game: Stanley Variation,5
82,black,1708,1851,Queen's Pawn Game: Symmetrical Variation,4
64,black,1960,2260,Slav Defense: Modern Line,5
59,black,1969,2247,King's Indian Attack: Sicilian Variation,5
62,black,1325,1174,Queen's Pawn Game: Zukertort Variation,3
104,black,1325,1500,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
65,white,1322,913,Queen's Pawn Game: Zukertort Variation,3
23,white,1224,1332,Sicilian Defense: Smith-Morra Gambit #2,3
50,black,1353,1068,Queen's Pawn Game: London System,5
58,black,1131,1347,Queen's Pawn Game: Chigorin Variation,4
64,black,1197,1340,Owen Defense,2
56,black,1163,1340,Queen's Pawn Game: Stonewall Attack,5
18,black,1362,976,Russian Game: Damiano Variation,6
43,white,1348,1381,Queen's Pawn Game: Zukertort Variation,3
24,black,1375,1334,Center Game: Normal Variation,6
125,white,911,1356,English Opening: Anglo-Lithuanian Variation,2
104,black,1030,1352,Ruy Lopez: Exchange Variation |  King's Bishop Variation,10
29,white,1352,1408,Queen's Pawn Game: Chigorin Variation,4
48,black,2035,1352,Sicilian Defense: Old Sicilian,4
65,white,1787,1417,Philidor Defense: Exchange Variation #2,7
20,black,1810,1495,Elephant Gambit: Paulsen Countergambit,6
38,black,1783,1797,Bird Opening: From's Gambit,2
26,white,1723,1814,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11
70,black,1645,1806,Budapest Defense: Adler Variation,7
35,white,1800,1590,Sicilian Defense: Smith-Morra Gambit,5
23,white,1798,1250,Ruy Lopez: Central Countergambit,10
76,black,1602,1791,Sicilian Defense: Smith-Morra Gambit #2,3
68,black,1415,1788,Sicilian Defense: Smith-Morra Gambit #2,3
4,white,1758,1804,Indian Game: Budapest Defense,4
30,black,1815,1889,Owen Defense,2
59,white,1800,1831,Scandinavian Defense: Mieses-Kotroc Variation,4
77,white,1820,1814,Nimzo-Larsen Attack: Modern Variation #2,3
76,black,1830,1809,Scandinavian Defense: Mieses-Kotroc Variation,4
34,white,1914,1842,Sicilian Defense: Open,8
53,black,1856,1903,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
178,draw,2153,2474,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
91,draw,2474,2477,Nimzo-Indian Defense: Leningrad Variation,7
57,white,2469,2216,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11
42,black,2220,2464,Four Knights Game: Scotch Variation Accepted,8
48,black,1973,2462,Nimzo-Indian Defense: Ragozin Variation,8
33,draw,2465,2384,Queen's Pawn Game: Mason Attack,3
71,white,2460,2240,Trompowsky Attack,3
26,black,2104,2456,Vienna Game #2,6
32,black,2301,2449,Vienna Game: Vienna Gambit |  Main Line,6
63,white,2447,2005,Pirc Defense #2,5
86,black,2306,2438,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
99,white,2432,2213,Modern Defense: Averbakh System |  Kotov Variation,8
36,black,2255,2425,Queen's Pawn Game: Mason Attack,3
153,draw,2428,2360,Benoni Defense: Classical Variation |  Averbakh-Grivas Attack,15
112,black,2208,2421,System: Double Duck Formation,4
39,white,2418,2067,Queen's Gambit Declined: Traditional Variation,7
28,black,2083,2415,Queen's Pawn Game,2
65,white,2409,2182,King's Indian Defense,6
21,black,2281,2400,Queen's Pawn Game: Mason Attack,3
98,black,2015,2397,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
31,black,1426,1371,Modern Defense: Standard Line,5
68,black,1437,1476,Ruy Lopez: Steinitz Defense,6
42,white,1719,1679,Queen's Gambit Declined: Normal Defense,6
42,black,1689,1670,Sicilian Defense: Loewenthal Variation,8
59,white,1672,1701,Sicilian Defense: Smith-Morra Gambit #2,3
80,black,1695,1923,Sicilian Defense: Najdorf Variation,11
31,black,1706,1698,Sicilian Defense: Old Sicilian,4
107,white,1687,1717,Queen's Gambit Declined: Traditional Variation,7
18,black,1728,1723,Sicilian Defense: French Variation |  Normal,8
72,black,1648,1719,Sicilian Defense: Old Sicilian,4
45,white,1719,1765,Philidor Defense: Exchange Variation #2,7
66,black,1648,1710,Queen's Pawn Game: Chigorin Variation,4
93,white,1696,1722,Blackmar-Diemer Gambit,3
90,black,1732,1768,Scotch Game: Paulsen Attack,13
23,white,1833,1740,Italian Game: Anti-Fried Liver Defense,6
118,black,1433,1737,Queen's Pawn Game #2,3
103,draw,1729,2008,Sicilian Defense: Open #3,7
23,white,1722,1605,Sicilian Defense: Loewenthal Variation,8
91,white,1713,1659,Italian Game: Anti-Fried Liver Defense,6
